scaffold,size,majority_label_id,n_classes_in_scaffold,class_0_count,class_1_count,class_2_count,class_3_count,class_4_count,class_5_count,class_6_count,class_7_count,class_8_count,class_9_count,class_10_count,split,assignment_score
O=C(Cc1ccccc1)NCc1ccccc1OC1CCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9422653975346662
O=C(Cc1ccccc1)NCc1ccccc1OC1CCCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9421495685684229
O=C(Cc1ccccc1)NCc1ccccn1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9419246141179142
O=C(Cc1ccccc1)NCc1cccnc1C1CC2CCC1C2,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9418088174353463
O=C(Cc1ccccc1)NCc1cccnc1N(c1ccccc1)S(=O)(=O)c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9416930470463214
O=C(Cc1ccccc1)NCc1cccnc1N1CC=C(c2ccccc2)CC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9415773029508393
O=C(Cc1ccccc1)NCc1cccnc1N1CCOCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9414615851489001
O=C(Cc1ccccc1)NCc1cccnc1NC1CCCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9413458936405039
O=C(Cc1ccccc1)NCc1cccnc1NS(=O)(=O)c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9412302284256504
O=C(Cc1ccccc1)NCc1cccnc1OCC1CCCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.94111458950434
O=C(Cc1ccccc1)NCc1cccnc1OCc1ccccn1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9409989768765721
O=C(Cc1ccccc1)NCc1cccnc1OCc1cccnc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9408833905423475
O=C(Cc1ccccc1)NCc1cccnc1Oc1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9407678305016656
O=C(Cc1ccccc1)NCc1cccnc1SC1CCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9406522967545266
O=C(Cc1ccccc1)NCc1cccnc1SCCCN1CCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9405367893009307
O=C(Cc1ccccc1)NCc1cccnc1SCCCN1CCCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9404213081408773
O=C(Cc1ccccc1)NCc1ccn(Cc2ccccc2)n1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9401967956038702
O=C(Cc1ccccc1)NCc1ccnn1C1CCCCC1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9400813467274922
O=C(Cc1ccccc1)Nc1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.939968863294626
O=C(Cc1ccccc1)Nc1ccc(Oc2cccnc2)cc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9398563998231872
O=C(Cc1ccccc1)Nc1cccc2c(=O)n(C3CCNC3)ccc12,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9397439563131766
O=C(Cc1ccccc1)Nc1cnn(Cc2ccccn2)n1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9395198317784779
O=C(Cc1ccccc1)OCC1=CC2C(CC(OC(=O)c3ccccc3)C3CC23)C2C=CC(=O)C2C1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9394044331561731
O=C(Cc1ccccc1)OCC1=CC2C3OCOC3CCC2(OCc2ccccc2)C2C=CC(=O)C2C1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9392890608274114
O=C(Cc1cccnc1)NCc1ocnc1-c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9391737147921922
O=C(Cc1cccnc1)Nc1ccn(Cc2ccccc2)n1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9389499722696697
O=C(Cc1cnn(-c2ccccc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9388346585181262
O=C(Cc1cnn(-c2cccnc2)c1)NC1CCC1S(=O)(=O)c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9387193710601255
O=C(Cc1cnn(-c2ccncc2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9386069894424701
O=C(Cc1cnn(-c2ncccn2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9384946277862425
O=C(Cc1cnn(CCN2CCCCC2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9383822860914428
O=C(Cc1cnn(CCN2CCOCC2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9382699643580708
O=C(Cc1cnn(CCNC2CCOCC2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9381576625861265
O=C(Cc1cnn(Cc2ccccc2)c1)NCc1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.93804538077561
O=C(Cc1csc2[nH]c(=O)[nH]c(=O)c12)N=c1[nH]c(-c2ccccc2)cs1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9379301555519474
O=C(Cc1nc2c3c(ccc2n1C1CCCCC1)NCCC3)N1CCCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.937824412444739
O=C(Cc1nc2c3c(ccc2n1C1CCCCC1)NCCC3)N1CCCCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.937718688381627
O=C(Cn1c(=O)[nH]c(=Nc2ccccc2)n(Cc2ccccc2)c1=O)N1CCNCC1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9376064445029356
O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1ccccc1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9373894134850003
O=C(Cn1c(CCC2CCCCC2)cncc1=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccccc1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9371726205189477
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)N1CCCCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9370669334703294
O=C(Cn1c(CCn2ccccc2=O)nc2c3c(ccc21)NCCC3)NC1CCOCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9369612654658077
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NC1CCOCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9368556165053821
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1ccncc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9367499865890528
O=C(Cn1c(CCn2cccn2)nc2c3c(ccc21)NCCC3)NCc1ccno1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9366443757168198
O=C(Cn1ccc(-c2ccccc2)n1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9365387838886834
O=C(Cn1ccc2ccccc21)N1CCCC1c1ncc(-c2ccccn2)[nH]1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9363222649153082
O=C(Cn1ccc2ccccc21)N1CCCCC1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9362166981214005
O=C(Cn1cccn1)Nc1ccc(Oc2ccccc2)c(-c2ccc(=O)[nH]c2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9361111503715891
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CC4CC4C3)cn2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9359960353033249
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1cncc(-c2cnc(N3CCCC3)nc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9358809465286035
O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)Nc1csc(-c2cncnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9357658840474251
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1cccc(-c2cnc(N3CCCC3)nc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9356508478597896
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccccn3)c(=O)c21)Nc1csc(-c2ccccc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9355358379656968
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccc(N2CCCCC2)cn1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9354208543651472
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CC3CC3C2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9353058970581403
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cccc(N2CCCCC2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9351909660446761
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1ccnc(-c2cccnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9350760613247551
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1cncc(-c2cncnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9349611828983768
O=C(Cn1cnc2[nH]c(=O)n(Cc3ccon3)c(=O)c21)Nc1csc(-c2cncnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9348463307655417
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cccc(-c2cncnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9347315049262491
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1cncc(-c2cccnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9346167053804997
O=C(Cn1cnc2[nH]c(=O)n(Cc3ncno3)c(=O)c21)Nc1csc(-c2cccnc2)n1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.934501932128293
O=C(Cn1cnc2c1C(=O)NC1=NCCN12)Nc1nc(-c2ccccc2)cs1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9343871851696293
O=C(Cn1cnc2cncnc21)c1ccccc1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9342751169958116
O=C(N1CCN2CCC1CC2)n1nc(-n2cccn2)c2c1COCC2,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9339004271840848
O=C(NC(=S)NNC(=O)c1conc1-c1ccccc1)c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9337857184992291
O=C(NC(CNC1CCCCC1)Cc1ccccc1)c1cccc(-c2ccc(CNCc3ccccc3)o2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9336802976158995
O=C(NC(CSCC1CCCCC1)C(=O)OCc1ccccc1)C1CSCN1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9334571707207215
O=C(NC(Cc1c[nH]cn1)C(=O)Nc1cccc(-c2ccc(Oc3ccccc3)cc2)n1)C1CC1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9333439669938409
O=C(NC(Cc1ccccc1)C(=O)NC1CCc2ccccc2N(C2CC2)C1=O)C1CC1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9332307858107132
O=C(NC(Cc1ccccc1)C(=O)NC1CCc2ccccc2N(C2CC2)C1=O)c1ccccc1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9331176271713381
O=C(NC(Cc1ccccc1)C(=O)NC1CCc2ccccc2NC1=O)C1CC1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9330044910757158
O=C(NC(Cc1ccccc1)C(=O)NC1CCc2ccccc2NC1=O)c1ccccn1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9328913775238463
O=C(NC(Cc1ccccc1)C(=O)NCC(=O)c1nc2ccccc2s1)OCC1c2ccccc2-c2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9326752583359326
O=C(NC(c1ccccc1)c1ccccc1)C1CCCN1C(=O)Nc1c[nH]c2ccccc12,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9324593771999011
O=C(NC(c1ccccc1)c1ccccn1)c1ccccn1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.932344748719781
O=C(NC(c1ccccc1)c1ccccn1)c1cccnc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9322301465332038
O=C(NC1(C(=O)NCCc2c[nH]c3ccccc23)CCCCC1)Oc1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9321155706401695
O=C(NC1(c2ccccc2)CC1)C1CCCN1C(=O)Cn1ccc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9318999455264184
O=C(NC1(c2ccccc2)CC1)C1CCCN1C(=O)Cn1ncc2ccncc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.93168455846455
O=C(NC1(c2ccccc2)CCC1)C1CCCC1c1cc(-c2ccccn2)on1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9315715093873611
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccccc1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.931458482853925
O=C(NC1C2CCN(CC2)C12CC2)c1ccc2sccc2c1,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9310852094497901
O=C(NC1CC(=O)N(c2ccccc2)C1)c1ccc2cc(Oc3ccccn3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9309722114502396
O=C(NC1CC(c2ccccc2)C1)C1CC2CC2N1C(=O)Cn1ncc2cccnc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9307570864007837
O=C(NC1CC(c2ccccc2)CCC1Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1)C1CCNC1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9306441169351184
O=C(NC1CC1)c1cc2c(-c3ccccc3Oc3ccccc3)c[nH]c(=O)c2s1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9305388289084032
O=C(NC1CC1)c1ccc(Nc2ccnc(Nc3ccc(CC(=O)N4CCNCC4)cc3)n2)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9304335599257845
O=C(NC1CC1)c1ccc(Nc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9303283099872619
O=C(NC1CC1)c1cccc(-c2c[nH]c(=O)c3[nH]ccc23)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9302230790928359
O=C(NC1CC1)c1ccn(-c2nc(NC3CCNCC3)nc3sccc23)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9301178672425058
O=C(NC1CC1)c1ccnc(Cc2cccc3[nH]ccc23)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9300126744362722
O=C(NC1CC1)c1ccnn1Cc1ccccc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9299075006741351
O=C(NC1CC1c1ccccc1)C1C2CC2CN1C(=O)Cn1ncc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9296926615976222
O=C(NC1CC1c1ccccc1)C1CC2CC2N1C(=O)Cn1ncc2cnccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.929478060572992
O=C(NC1CC2CCC(C1)N2)c1n[nH]c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9291061736257865
O=C(NC1CC2CCC(C1)N2)n1c(=O)[nH]c2ccccc21,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9287356012539199
O=C(NC1CC2CCCC(C1)N2)c1c[nH]c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9283663434573921
O=C(NC1CC2COCC(C1)N2)c1cn(-c2cc[nH]n2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9279984002362032
O=C(NC1CC2COCC(C1)N2)c1cn(-c2ccc[nH+]c2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.927631771590353
O=C(NC1CC2COCC(C1)N2)c1cn(-c2ccccn2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9272664575198419
O=C(NC1CC2COCC(C1)N2)c1cn(-c2ccn[nH]2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9269024580246696
O=C(NC1CC2COCC(C1)N2)c1cn(-c2ccncc2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9265397731048364
O=C(NC1CC2COCC(C1)N2)c1cn(-c2cncs2)c2ncccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9261784027603417
O=C(NC1CC2COCC(C1)N2)c1cn(-c2cscn2)c2ncccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.925818346991186
O=C(NC1CC2COCC(C1)N2)c1cn(-c2nccs2)c2ncccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9254596057973693
O=C(NC1CC2COCC(C1)N2)c1nn(-c2ccccn2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9251021791788914
O=C(NC1CC2COCC(C1)N2)c1nn(-c2cncs2)c2ccccc12,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9247460671357524
O=C(NC1CCC(c2ccccc2)C1)C1CC2CC2N1C(=O)Cn1ncc2ccncc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9245317820347274
O=C(NC1CCC1)C1CC2CC2N1C(=O)Cn1ncc2cc(OCc3ncccn3)ccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9243177349855853
O=C(NC1CCC1)C1CC2CC2N1C(=O)Cn1ncc2ccncc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9241039259883258
O=C(NC1CCC1)c1ccc(=O)n(Cc2ccccc2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9239988790926704
O=C(NC1CCC1)c1ccc2cc(Oc3cccnc3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9238860879142037
O=C(NC1CCC2CN(Cc3ccccc3)CC21)C(C1CCCCC1)C1CCCCC1,2,6,1,0,0,0,0,0,0,2,0,0,0,0,train,0.9236635946167683
O=C(NC1CCC2CN(Cc3ccccc3)CC21)c1ccc2cc(Oc3ccccn3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.923550831972187
O=C(NC1CCCC1)C1CC2CC2N1C(=O)Cn1ncc2ccncc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9233372849873402
O=C(NC1CCCC1)NC(Cc1ccccc1)(c1ccccc1)c1cccnc1,2,9,1,0,0,0,0,0,0,0,0,0,2,0,train,0.9229715891705617
O=C(NC1CCCC1)NC(c1ccccc1)c1ccccn1,2,9,1,0,0,0,0,0,0,0,0,0,2,0,train,0.9226066631369163
O=C(NC1CCCC1)c1nc2c3c(ccc2n1C1CCCCC1)NCCC3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9225016712261525
O=C(NC1CCCC2(CC2)C1)C1CC2CC2N1C(=O)Cn1ncc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.922288380263586
O=C(NC1CCCC2(CC2)C1)C1CCCN1C(=O)Cn1ncc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9220753273529021
O=C(NC1CCCCC1)C1C2CC2CN1C(=O)Cn1ncc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9218625124941007
O=C(NC1CCCCC1)C1C2CC2CN1C(=O)Cn1ncc2ccncc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9216499356871819
O=C(NC1CCCCC1)C1CCNCC(Cn2cc3c(=O)[nH]cc(-c4cc[nH]n4)c3n2)C1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9215449867810446
O=C(NC1CCCCC1)C1CNCCC1Nc1ncc(-c2cn[nH]c2)c2ccc(=O)[nH]c12,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9214400569190035
O=C(NC1CCCCC1)N1CCC2(CC1)C(=O)N(c1ccccc1)C2c1ccccc1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.921325788855741
O=C(NC1CCCCC1)NC1CCN(C(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc(-c3ccccc3)c2)CC1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9211134680711024
O=C(NC1CCCCC1)Oc1cccc(-c2ccccc2)c1,2,3,1,0,0,0,2,0,0,0,0,0,0,0,train,0.9209992322915155
O=C(NC1CCCCC1)c1ccc(-c2c[nH]c(=O)c3[nH]ccc23)c(Oc2ccccc2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9208943394439683
O=C(NC1CCCCC1)c1ccc2cc(Oc3ccccn3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9207816832049951
O=C(NC1CCCCC1Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C1CCCN1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9206690495097747
O=C(NC1CCCCC1Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C1CCN1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9205564383583071
O=C(NC1CCCCC1Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C1CCNC1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9204438497505925
O=C(NC1CCCCCC=CC2CC2NC(=O)C2CC(Oc3cc(-c4cscn4)nc4ccccc34)CN2C1=O)OC1CCCC1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9202318029586318
O=C(NC1CCCN(c2ccccc2)C1=O)C1CCCN1C(=O)Cn1ncc2cc(-c3ccnnc3)ccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9200199942185536
O=C(NC1CCCc2ccccc21)C1COc2ncccc21,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9199083713055736
O=C(NC1CCN(C(=O)c2cc(Cc3ccccc3)n[nH]2)C1)C1CC1,2,7,1,0,0,0,0,0,0,0,2,0,0,0,train,0.919650286963126
O=C(NC1CCN(C(=O)c2ccn[nH]2)C1)C1COC1,2,7,1,0,0,0,0,0,0,0,2,0,0,0,train,0.9193925719971485
O=C(NC1CCN(C(=O)c2ccn[nH]2)C1)c1ccc2[nH]ccc2c1,2,7,1,0,0,0,0,0,0,0,2,0,0,0,train,0.919135226407641
O=C(NC1CCN(c2cc(C3CC3)ncn2)CC1)c1c[nH]c(=O)c2[nH]ccc12,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9190304125055155
O=C(NC1CCN(c2nc3ccc(C(=O)Oc4ccccc4)cc3s2)CC1)c1ccccc1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.9188188717679826
O=C(NC1CCNC1)c1ccc(-c2ccn3cc(-c4ccccc4)nc3c2)cc1,2,4,1,0,0,0,0,2,0,0,0,0,0,0,train,0.9186126796100602
O=C(NC1CCNCC1)c1ccc(-c2ccn3cc(-c4ccccc4)nc3c2)cc1,2,4,1,0,0,0,0,2,0,0,0,0,0,0,train,0.9184067145308938
O=C(NC1CCNCC1)c1ccc(Nc2ncc3c(n2)N(CC2CCCCC2)Cc2nncn2-3)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9183019376432622
O=C(NC1CCNCC1)c1ccc(Nc2ncc3c(n2)N(Cc2ccco2)Cc2nncn2-3)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9181971797997268
O=C(NC1CCNCC1)c1ccc(Nc2ncc3c(n2)N(Cc2cccs2)Cc2nncn2-3)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9180924410002878
O=C(NC1CCNCC1)c1ccc(Nc2ncc3c(n2)N(Cc2ccoc2)Cc2nncn2-3)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.917987721244945
O=C(NC1CCNCC1)c1ccc(Nc2ncc3c(n2)N(Cc2ccsc2)Cc2nncn2-3)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9178830205336986
O=C(NC1CCNCC1)c1ccc2cc(Oc3ccccn3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9177705443217248
O=C(NC1CCOC1)c1cn(Cc2ccccc2)c(Nc2ccc(Oc3ccccn3)cc2)nc1=O,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9176590192418956
O=C(NC1CCOC1=O)c1ccc2cc(Oc3ccccc3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9175465715638069
O=C(NC1CCOCC1)c1cccc(OCc2ccccc2)c1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9174419078670545
O=C(NC1CCOCC1)c1cn(Cc2ccccc2)c(Nc2ccc(Oc3cccnc3)cc2)nc1=O,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9173304147289181
O=C(NC1CCOCC1)c1cn(Cc2ccccc2)c(Nc2ccc3ncsc3c2)nc1=O,2,1,1,0,2,0,0,0,0,0,0,0,0,0,train,0.9172189415522092
O=C(NC1CCS(=O)(=O)C1)c1ccc2cc(Oc3cccnc3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9171065343882709
O=C(NC1CCS(=O)(=O)CC1)c1ccc(-c2c[nH]c(=O)c3cncn23)cc1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,train,0.9170019077060124
O=C(NC1CC[SH+]CC1)c1ccc2cc(Oc3ccccn3)ccc2n1,2,2,1,0,0,2,0,0,0,0,0,0,0,0,train,0.9168895290759597
O=C(NC1CCc2ccccc21)C1CCCN1C(=O)Cn1ccc2ccccc21,2,5,1,0,0,0,0,0,2,0,0,0,0,0,train,0.91667832223243
O=C(NC1CN2CCC1CC2)c1cc2cccc(C3CC3)c2s1,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9163238242712564
O=C(NC1CN2CCC1CC2)c1cc2ccoc2cn1,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9159706408854217
O=C(NC1CN2CCC1CC2)c1ccc2ccsc2c1,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.9156187720749259
O=C(NC1CN2CCC1CC2)c1ccc2sccc2c1,2,10,1,0,0,0,0,0,0,0,0,0,0,2,train,0.915268217839769
